input,response_category,response
plz tuition due? asap?,fees_student,Check Fees → Dues for your tuition status and due date. Pay before the due date to avoid fines.
check hostel dues now!!?,fees_student,You currently have a pending balance for hostel. Please pay by 2022-02-05 to avoid late fines.
i want to show my pending amount asap!!,fees_student,"Your pending amount across categories is visible in your Fees dashboard. If you want, I can break it down category-wise."
i paid but status is still pending please asap now please,fees_student,"Sometimes gateway confirmation takes time. If it still shows pending after a few hours, share your transaction reference to raise a reconciliation ticket."
today lab due? please now asap,fees_student,Check Fees → Dues for your lab status and due date. Pay before the due date to avoid fines.
create exam session for AY 2022–2025 • Even Sem for me asap,exams_admin,"Create the session, add subjects, set windows, publish timetable, then generate hall tickets and room requests."
can i pay in installments for me? now now,fees_student,Installments may be available depending on your program and semester. Typical plans are 60/40 or 50/50 with specific due dates.
drive schedule for Infosys for me!!,placement_student,Infosys drive schedule is listed in Placements → Drives. You’ll see timings and stages once published.
reconcile payments for Mar 2026 for me!! now?,fees_admin,Reconciliation compares gateway references vs posted receipts and flags mismatches for review.
overdue students B.Tech IT??,fees_admin,"Use Fees → Overdue, filter by B.Tech IT, then Export to CSV."
plz mess due?? now!!,fees_student,Download your mess receipt from Fees → Receipts after payment success.
i want to create exam session for AY 2022–2026 • Odd Sem now,exams_admin,"Create the session, add subjects, set windows, publish timetable, then generate hall tickets and room requests."
when is my fee due now!! now now,fees_student,"Your next due date is 2024-05-07. If you miss it, a daily late fine may apply after any grace period."
maintenance schedule for F-109 asap asap,classroom_admin,Set the room status to MAINTENANCE and define the blocked time window. Notifications can be sent to affected timetables.
scholarship management? now please,fees_admin,"Scholarship programs include merit-based, need-based, etc."
is there a fine if i pay late now!! asap,fees_student,Yes. A late fine is applied after the due date based on the college fine policy. Check the 'Fine Policy' section for the current rate.
need mess receipt now!!,fees_student,Check Fees → Dues for your mess status and due date. Pay before the due date to avoid fines.
generate hall tickets now now please!!,exams_admin,Hall tickets can be generated once eligibility is computed. Tickets include QR and room allocation per subject.
interview slot details please,placement_student,Check Placements → Drives → Accenture for criteria and schedule.
allocate rooms for exams on 2025-06-06!!?,classroom_admin,Raise room requests per exam subject and run classroom allocation to assign halls by capacity and equipment.
can you what is air quality index today please,environment,"I can’t access live AQI here, but you can check your city AQI in a trusted weather/app source. If you share the value, I can help interpret it."
need placement receipt asap now asap,fees_student,Check Fees → Dues for your placement status and due date. Pay before the due date to avoid fines.
i want to is the lab available at 09:00!! now,classroom_student,Lab availability depends on existing allocations. Ask faculty/admin to raise a room request for 09:00.
check overdue accounts now,fees_admin,The system currently tracks outstanding dues across all programs and years.
placement eligibility for Zoho for me now?,placement_student,"Eligibility is based on company criteria like CGPA, arrears, and fee clearance. Check Placements → Drives → Zoho."
urgent lab due? please,fees_student,Check Fees → Dues for your lab status and due date. Pay before the due date to avoid fines.
please shortlist candidates for Accenture please now please,placement_admin,"Shortlisting checks CGPA, arrears, program/semester, and fee clearance (if required). Export results for the company."
can you shortlist candidates for Capgemini asap now please,placement_admin,"Shortlisting checks CGPA, arrears, program/semester, and fee clearance (if required). Export results for the company."
Infosys eligibility please!!,placement_student,Check Placements → Drives → Infosys for criteria and schedule.
Cognizant drive time? now,placement_student,Upload your resume in Placements → Profile (PDF recommended).
please room changed for my class? please!!,classroom_student,Room changes are posted to your timetable and notifications. Check the latest update in Timetable.
where are notifications asap please,general,"Tell me what you need help with (fees, exams, placements, timetable, or account)."
